"Year","Afghanistan","Angola","Albania","UnitedArabEmirates","Argentina","Armenia","Australia","Austria","Azerbaijan","Burundi","Belgium","Benin","BurkinaFaso","Bangladesh","Bulgaria","Bahrain","BosniaandHerzegovina","Belarus","Bolivia(PlurinationalStateof)","Brazil","Barbados","Botswana","CentralAfricanRepublic","Canada","Switzerland","Chile","China","Côted'Ivoire","Cameroon","D.R.oftheCongo","Congo","Colombia","Comoros","CaboVerde","CostaRica","Czechoslovakia","Cuba","Cyprus","CzechRepublic","Germany","Djibouti","Dominica","Denmark","DominicanRepublic","Algeria","Ecuador","Egypt","Spain","Estonia","Ethiopia","Finland","France","Gabon","UnitedKingdom","Georgia","Ghana","Guinea","Gambia","Guinea-Bissau","EquatorialGuinea","Greece","Guatemala","ChinaHongKongSAR","Honduras","Croatia","Haiti","Hungary","Indonesia","India","Ireland","Iran(IslamicRepublicof)","Iraq","Iceland","Israel","Italy","Jamaica","Jordan","Japan","Kazakhstan","Kenya","Kyrgyzstan","Cambodia","RepublicofKorea","Kuwait","LaoPeople'sDR","Lebanon","Liberia","Libya","SaintLucia","SriLanka","Lesotho","Lithuania","Luxembourg","Latvia","Morocco","RepublicofMoldova","Madagascar","Mexico","TFYRofMacedonia","Mali","Malta","Myanmar","Montenegro","Mongolia","Mozambique","Mauritania","Mauritius","Malawi","Malaysia","Namibia","Niger","Nigeria","Nicaragua","Netherlands","Norway","Nepal","NewZealand","Oman","Pakistan","Panama","Peru","Philippines","Poland","PuertoRico","D.P.R.ofKorea","Portugal","Paraguay","StateofPalestine","Qatar","Romania","RussianFederation","Rwanda","SaudiArabia","Sudan(Former)","Senegal","Singapore","SierraLeone","ElSalvador","Serbia","SaoTomeandPrincipe","FormerUSSR","Slovakia","Slovenia","Sweden","Swaziland","Seychelles","SyrianArabRepublic","Chad","Togo","Thailand","Tajikistan","Turkmenistan","TrinidadandTobago","Tunisia","Turkey","TaiwanProvinceofChina","U.R.ofTanzania:Mainland","Uganda","Ukraine","Uruguay","UnitedStates","Uzbekistan","Venezuela(BolivarianRepublicof)","VietNam","Yemen","FormerYugoslavia","SouthAfrica","Zambia","Zimbabwe"
"1955","1246","1830","1882","31374","8348","","12795","8054","","674","10010","1474","859","810","3424","4014","2265","","2954","2675","4133","529","1462","13072","13999","6341","1119","1796","1202","1170","1854","3783","596","1034","3921","6252","2638","3360","","9240","3765","1130","11788","1886","2303","3349","1411","4442","","673","8284","9881","3437","12541","","1913","598","1074","622","915","4007","3170","4280","1986","3749","1776","4894","1537","1078","6248","2397","3663","10096","5899","7453","3220","2590","4417","","1144","","826","1411","51417","738","7010","3454","807","1400","2131","719","","13818","","2364","","1677","4060","2766","791","1930","744","2099","786","2007","776","4095","564","2327","4288","1082","1379","3288","11678","10044","894","13908","1221","1012","2766","4309","2165","4454","4221","","3945","2299","1867","49632","1419","","1138","4658","1446","2179","2946","1044","2590","2584","1191","5281","","5002","12060","663","2979","4844","907","940","1506","","","6880","1855","2754","1895","733","1071","","8176","17370","","10501","1195","1502","2721","4511","1173","1288"
"1956","1278","1769","1902","32481","8424","","12924","8603","","687","10237","1444","883","878","3392","4141","1932","","2719","2672","4390","537","1492","13791","14507","6285","1189","1824","1229","1224","1884","3811","606","1047","3668","6551","2740","3688","","9846","3810","1203","11858","2008","2475","3381","1443","4769","","682","8440","10278","3539","12639","","1970","610","1086","703","940","4313","3347","4450","2080","3564","1897","4632","1533","1117","6212","2541","3808","10323","6153","7745","3491","3410","4699","","1173","","912","1382","52404","744","6663","3494","950","1433","2091","735","","14343","","2313","","1709","4213","2799","803","2150","781","1906","810","1980","797","4106","599","2399","4340","1103","1309","3186","11953","10480","925","14346","1274","1017","2836","4385","2248","4565","4525","","4087","2335","1930","50628","1223","","1156","4901","1556","2212","3241","1070","2715","2447","1256","5684","","4889","12428","673","2949","5592","926","955","1482","","","8064","1949","2777","1926","724","1100","","8225","17397","","11136","1218","1508","2560","4645","1280","1422"
"1957","1253","1908","2023","32329","8705","","12895","9111","","701","10353","1414","905","845","3714","4262","2214","","2573","2793","4646","544","1522","13719","14668","6758","1195","1852","1256","1237","1914","3826","615","1012","3835","6886","2922","3848","","10348","3848","1239","12696","2066","2699","3437","1474","4900","","665","8751","10779","3642","12779","","1978","622","1097","744","958","4557","3424","4626","2107","4203","1752","5051","1613","1084","6239","2817","3666","10079","6363","8158","3934","3354","4999","","1176","","947","1467","50126","751","6599","3537","958","1479","2067","749","","14961","","2263","","1741","4403","3062","816","2144","813","2125","835","1986","816","4136","610","2319","4398","1122","1323","3351","12137","10697","915","14418","1325","1036","3054","4479","2299","4721","4729","","4238","2381","2000","49973","1427","","1173","4972","1492","2246","2874","1093","2775","3147","1245","5700","","5432","12899","682","3008","5781","945","969","1451","","","8518","1847","2920","1997","720","1116","","8176","17406","","11923","1235","1516","3045","4704","1302","1473"
"1958","1298","1978","2114","32473","9083","","13238","9416","","708","10268","1435","929","813","3998","4366","2284","","2576","3005","4855","550","1553","13603","14644","6958","1173","1879","1283","1176","1946","3798","618","1004","4152","7348","2922","3660","","10739","3840","1261","12903","2104","2740","3441","1510","5176","","674","8725","10927","3749","12698","","1892","630","1097","762","974","4723","3470","4799","2106","4285","1855","5367","1530","1141","6169","3057","3974","10568","6550","8544","3918","3539","5243","","1156","","969","1518","47671","759","5510","3545","1020","1545","2074","764","","15093","","2214","","1773","4501","3301","830","2255","778","2072","859","2040","837","4132","618","2252","4409","1143","1270","3258","11926","10603","956","14641","1380","1025","3014","4372","2308","4873","4784","","4259","2453","2048","50042","1323","","1178","5107","1513","2278","2880","1109","2751","3022","1364","6020","","6005","12884","684","3027","4844","966","982","1457","","","8941","2058","2973","2056","708","1092","","7788","16946","","11615","1251","1522","3084","4685","1237","1444"
"1959","1307","1953","2201","34153","8354","","13753","9645","","736","10533","1457","953","838","4278","4457","2667","","2511","3201","5053","559","1581","13829","15470","6409","1117","1898","1310","1191","1977","3942","639","1087","4141","7619","3006","3814","","11440","3948","1226","13767","2047","3178","3524","1545","5085","","681","9172","11124","3857","13134","","2106","655","1129","765","1015","4846","3524","4957","2090","4640","1734","5553","1570","1143","6437","3226","4022","10702","7175","9011","4050","3645","5665","","1148","","1036","1556","47131","765","5818","3655","1063","1623","2048","773","","15382","","2165","","1804","4497","3381","845","2278","885","2200","885","2109","858","4251","626","2338","4549","1162","1288","3204","12333","10957","971","15350","1435","1009","3124","4275","2393","4935","5161","","4454","2385","2146","52436","1478","","1216","5512","1647","2308","3239","1157","2788","3885","1221","5848","","6304","13211","706","3102","4881","983","995","1581","","","9154","1940","3030","2118","724","1116","","7450","17900","","12078","1262","1529","3547","4774","1458","1474"
"1960","1326","1997","2313","35758","8861","","14013","10391","","733","11081","1468","971","869","4642","4532","2871","","2560","3398","5316","564","1567","13952","16358","6781","1057","2002","1326","1192","1999","3980","679","1135","4328","8142","2994","3496","","12282","4087","1245","14046","2075","3328","3649","1580","5037","","701","9931","11792","3982","13780","","2197","671","1167","800","1101","5015","3496","5088","2147","5067","1809","5816","1613","1200","6825","3437","4360","10959","7433","9430","4230","3714","6354","","1157","","1070","1548","45929","771","5812","3674","1323","1691","2064","813","","15870","","2118","","1793","4723","3586","851","2383","899","2439","912","2115","913","4396","628","2439","4855","1213","1307","3148","13209","11483","980","15087","1490","1031","3217","4733","2353","5125","5451","","4712","2346","2248","52299","1605","5557","1224","5928","1632","2303","3464","1176","2813","3948","1352","6288","","7165","13849","783","3257","4819","974","1058","1718","","","9964","2141","3041","2157","732","1137","","7643","18057","","12116","1274","1537","3778","4847","1530","1495"
"1961","1309","2225","2332","36949","9344","","13793","10882","","615","11561","1482","1004","899","4897","4594","2925","","2555","3585","5683","575","1597","14080","17308","6923","874","2114","1321","1041","2020","4049","671","1173","4340","8389","3068","3845","","12675","4114","1176","14843","1964","2868","3633","1643","5587","","722","10613","12302","4415","14118","","2212","703","1318","851","1191","5408","3532","5169","2130","5404","1702","6083","1690","1208","7186","3622","4720","10728","7964","10158","4307","4280","7055","","1093","","1031","1606","41622","779","6027","3663","1400","1747","2050","813","","16349","","2138","","1795","4807","3634","840","2361","904","2922","939","2131","1055","5254","644","2538","4787","1239","1313","3277","13074","12106","990","15533","1471","1066","3462","5008","2410","5461","5859","","4972","2396","2287","48516","1725","5874","1167","6481","1588","2351","3623","1181","2821","4038","1454","6532","","7760","14564","861","2995","5050","971","1103","1753","","","10155","2289","3022","2228","703","1093","","7740","18175","","12231","1294","1545","3950","4929","1495","1524"
"1962","1302","2128","2409","38654","9049","","14389","11078","","657","12087","1400","1060","877","5252","4672","2868","","2636","3711","5923","582","1525","14787","17794","7071","926","2128","1339","1223","2039","4135","714","1207","4439","8454","2974","4211","","13106","4057","1333","15537","2222","2284","3716","1712","6083","","736","10869","12859","4497","14131","","2257","741","1262","899","1310","5577","3543","5780","2174","5509","1828","6315","1653","1208","7390","3586","4809","11435","8396","10882","4339","4176","7614","","1117","","1084","1620","42150","787","6089","3612","1788","1798","2067","918","","16370","","2158","","1800","4881","3666","827","2260","966","2847","966","2232","1019","5144","626","2609","5324","1341","1349","3521","13770","12347","998","15511","1728","1114","3647","5230","2450","5325","6183","","5308","2499","2381","46304","1776","6229","1296","7085","1653","2370","3775","1216","3062","4237","1549","6599","","8027","15093","1017","3174","6051","1004","1117","1831","","","10383","2198","3142","2326","746","1106","","7498","18976","","12848","1411","1554","4041","5067","1443","1497"
"1963","1298","2200","2491","39889","8695","","14983","11454","","673","12532","1430","1039","947","5448","4772","3174","","2742","3623","6033","591","1492","15248","18438","7336","1034","2378","1366","1248","2059","4140","846","1237","4653","8241","2958","4423","","13367","4092","1372","15513","2291","2818","3698","1785","6639","","818","11148","13330","4599","14583","","2270","689","1232","932","1486","6122","3762","6381","2177","6059","1675","6644","1557","1242","7685","3867","4578","12366","8915","11576","4395","4222","8176","","1138","","1135","1721","40377","794","5973","3598","2322","1849","2058","995","","16766","","2179","","1747","5118","4261","866","2263","977","3217","996","2106","944","5745","599","2660","5710","1443","1433","3781","14078","12723","1006","16150","1758","1152","3877","5314","2542","5582","6693","","5585","2504","2479","44912","1922","6405","1140","7516","1562","2402","4049","1218","3096","4713","1643","6352","","8871","15808","1047","3384","5855","972","1143","1921","","","10708","2480","3374","2463","770","1197","","7450","19514","","13232","1406","1568","4481","5294","1438","1436"
"1964","1291","2407","2576","40927","9446","","15699","12062","","695","13295","1492","1055","939","5829","4898","3469","","2809","3637","6355","604","1486","15938","19195","7320","1152","2691","1390","1191","2079","4264","888","1262","4720","8563","3158","3971","","14062","4055","1419","16832","2365","2879","3843","1859","6945","","840","11647","14057","4616","15251","","2254","720","1274","1027","1690","6601","3814","6664","2209","6591","1604","6994","1583","1309","7948","4026","4965","13386","9430","11934","4629","4752","9035","","1208","","1074","1835","40333","802","6156","3679","3156","1900","2104","1054","","17864","","2201","","1779","5555","5450","888","2343","976","3732","1027","2150","1208","5196","572","2754","6468","1415","1451","4092","15042","13256","1012","16606","1714","1208","3929","5523","2550","5773","7012","","5926","2546","2585","42186","2098","6754","980","7978","1505","2389","3800","1215","3282","5166","1733","7076","","9624","16761","1172","3424","5797","929","1275","1991","","","10841","2533","3453","2676","787","1251","","7498","20360","","14019","1427","1576","4941","5499","1588","1519"
"1965","1290","2544","2670","41705","10155","","16182","12328","","703","13643","1532","1087","969","6137","5058","3569","","2879","3617","6468","612","1466","16694","19803","7208","1253","2520","1393","1176","2099","4286","870","1286","4983","8820","3088","4825","","14642","4047","1203","17459","2007","2981","4090","1934","7420","","872","12226","14609","4626","15545","","2220","756","1368","1097","1898","7187","3900","7414","2314","6741","1588","7029","1567","1229","8051","4388","5241","14100","9997","12111","4894","5074","9459","","1184","","1095","1917","37511","810","6572","3639","3889","1946","2118","1054","","18002","","2222","","1734","5737","4933","881","2539","983","3802","1057","2153","1358","5227","633","2876","6728","1490","1505","4340","15618","13852","1019","17341","1678","1229","4151","5729","2603","6036","7519","","6363","2624","2703","41101","2260","7068","1023","8717","1568","2409","3991","1282","3351","5231","1816","7387","","9589","17239","1320","3351","5598","913","1412","2085","","","11206","2635","3481","2885","792","1242","","7498","21390","","14347","1398","1588","4981","5673","1828","1568"
"1966","1272","2646","2770","42213","10076","","16324","12930","","716","13989","1549","1082","963","6575","5233","3810","","3014","3747","6873","663","1427","17448","20225","7844","1261","2595","1431","1224","2157","4383","937","1309","5193","9151","3185","5083","","14964","4063","1323","17789","2206","2750","4074","1900","7881","","888","12471","15213","4761","15757","","2158","759","1545","1165","1953","7570","4033","7412","2364","7184","1546","7406","1535","1215","8097","4686","5338","15058","9867","12659","4988","5000","10370","","1294","","1116","2094","38335","818","6811","4208","4417","1989","2047","1025","","18084","","2289","","1733","5950","5308","899","2828","925","3948","1087","2174","1345","4921","679","2942","6808","1441","1414","4342","15838","14258","1071","18111","1722","1294","4331","6038","2636","6362","7957","","6637","2584","2917","50660","2499","7517","1065","9726","1510","2404","4317","1342","3464","5649","1921","7657","","10029","17432","1341","3351","5004","878","1503","2251","","","11531","2636","3824","3054","867","1280","","7693","22529","","14174","1369","1605","5311","5762","1683","1541"
